Home,Away,score,stadium,matchlink,Season,Home_goal,Home_goal_times,Away_goal,Away_goal_times,Home_assist,Home_assist_times,Away_assist,Away_assist_times,Home_Clearances,Away_Clearances,Home_Corners,Away_Corners,Home_Fouls conceded,Away_Fouls conceded,Home_Offsides,Away_Offsides,Home_Passes,Away_Passes,Home_Possession %,Away_Possession %,Home_Shots,Away_Shots,Home_Shots on target,Away_Shots on target,Home_Tackles,Away_Tackles,Home_Touches,Away_Touches,Home_Yellow cards,Away_Yellow cards,Home_Red cards,Away_Red cards,Referee,Match_Date,Attendance,Home_formation,Away_formation,Home_captain,Away_captain,Home_starting_lineup,Home_subs_lineup,Home_subout,Home_subout_time,Home_subin,Home_subin_time,Home_yellow,Home_red,Away_starting_lineup,Away_subs_lineup,Away_subout,Away_subout_time,Away_subin,Away_subin_time,Away_yellow,Away_red
Swansea,Man Utd,2-1, Liberty Stadium,http://www.premierleague.com/match/12154,2015/16,"André Ayew,Bafétimbi Gomis","61,66",Juan Mata,48,"Gylfi Sigurdsson,André Ayew","61,66",Luke Shaw,48,32,20,0,1,6,15,3,1,365,657,35.5,64.5,9,11,4,4,14,15,549,830,2,2,0,0,Martin Atkinson,1440946800000,20828,4-2-3-1,4-2-3-1,Ashley Williams,Wayne Rooney,"Lukasz Fabianski,Federico Fernández,Ashley Williams,Kyle Naughton,Neil Taylor,Wayne Routledge,Jack Cork,Jonjo Shelvey,Gylfi Sigurdsson,André Ayew,Bafétimbi Gomis","Kristoffer Nordfeldt,Kyle Bartley,Franck Tabanou,Angel Rangel,Nathan Dyer,Ki Sung-Yueng,Éder","Wayne Routledge,Bafétimbi Gomis,Jonjo Shelvey","58,81,89","Ki Sung-Yueng,Éder,Kyle Bartley","58,81,89","Wayne Routledge,Jonjo Shelvey",,"Sergio Romero,Matteo Darmian,Luke Shaw,Daley Blind,Chris Smalling,Juan Mata,Memphis Depay,Morgan Schneiderlin,Bastian Schweinsteiger,Ander Herrera,Wayne Rooney","Sam Johnstone,Patrick McNair,Marouane Fellaini,Ashley Young,Michael Carrick,Antonio Valencia,Chicharito","Juan Mata,Morgan Schneiderlin,Ander Herrera","70,70,77","Ashley Young,Michael Carrick,Marouane Fellaini","70,70,77","Memphis Depay,Morgan Schneiderlin",
Newcastle,Arsenal,0-1, St. James' Park,http://www.premierleague.com/match/12150,2015/16,,,Fabricio Coloccini (og),52,,,,,33,14,0,9,15,8,2,2,268,777,26.3,73.7,1,22,0,9,21,21,456,969,6,1,1,0,Andre Marriner,1440848700000,50388,4-2-3-1,4-2-3-1,Fabricio Coloccini,Santi Cazorla,"Tim Krul,Massadio Haidara,Daryl Janmaat,Chancel Mbemba,Fabricio Coloccini,Georginio Wijnaldum,Jack Colback,Moussa Sissoko,Florian Thauvin,Vurnon Anita,Aleksandar Mitrovic","Karl Darlow,Steven Taylor,Cheick Tioté,Gabriel Obertan,Siem de Jong,Papiss Demba Cissé,Ayoze Pérez","Vurnon Anita,Moussa Sissoko,Florian Thauvin","72,78,87","Ayoze Pérez,Papiss Demba Cissé,Siem de Jong","72,78,87","Chancel Mbemba,Fabricio Coloccini,Georginio Wijnaldum,Moussa Sissoko,Florian Thauvin,Vurnon Anita",Aleksandar Mitrovic,"Petr Cech,Gabriel Paulista,Héctor Bellerín,Nacho Monreal,Laurent Koscielny,Aaron Ramsey,Santi Cazorla,Alexis Sánchez,Francis Coquelin,Alex Oxlade-Chamberlain,Theo Walcott","David Ospina,Kieran Gibbs,Calum Chambers,Mathieu Debuchy,Mikel Arteta,Joel Campbell,Olivier Giroud","Theo Walcott,Alex Oxlade-Chamberlain","70,81","Olivier Giroud,Mikel Arteta","70,81",Santi Cazorla,
Bournemouth,Leicester,1-1, Goldsands Stadium,http://www.premierleague.com/match/12146,2015/16,Callum Wilson,24,Jamie Vardy,86,,,,,30,17,4,4,9,19,1,1,435,336,56.1,43.9,5,4,2,2,16,30,659,550,2,4,0,0,Neil Swarbrick,1440856800000,11155,4-4-1-1,4-1-4-1,Tommy Elphick,Wes Morgan,"Artur Boruc,Steve Cook,Charlie Daniels,Simon Francis,Tommy Elphick,Andrew Surman,Eunan O'Kane,Matt Ritchie,Max-Alain Gradel,Callum Wilson,Lee Tomlin","Adam Federici,Tyrone Mings,Sylvain Distin,Adam Smith,Marc Pugh,Shaun MacDonald,Yann Kermorgant","Charlie Daniels,Tyrone Mings,Max-Alain Gradel","45,57,67","Tyrone Mings,Adam Smith,Marc Pugh","45,57,67","Eunan O'Kane,Max-Alain Gradel",,"Kasper Schmeichel,Wes Morgan,Ritchie de Laet,Jeffrey Schlupp,Robert Huth,Andy King,Marc Albrighton,Riyad Mahrez,N'Golo Kanté,Daniel Drinkwater,Jamie Vardy","Mark Schwarzer,Yohan Benalouane,Christian Fuchs,Gökhan Inler,Shinji Okazaki,Leonardo Ulloa,Joseph Dodoo","Riyad Mahrez,Marc Albrighton,Ritchie de Laet","45,71,90","Shinji Okazaki,Joseph Dodoo,Yohan Benalouane","45,71,90","Ritchie de Laet,Jeffrey Schlupp,Robert Huth,Andy King",
Aston Villa,Sunderland,2-2, Villa Park,http://www.premierleague.com/match/12145,2015/16,"Scott Sinclair,Scott Sinclair","11,41","Yann M'Vila,Jeremain Lens","8,52",Jordan Amavi,41,Ola Toivonen,52,27,39,5,4,10,14,0,1,523,329,62.0,38.0,21,7,6,3,20,32,772,537,2,1,0,0,Robert Madley,1440856800000,35399,4-3-3,4-3-3,Micah Richards,John O'Shea,"Brad Guzan,Alan Hutton,Jordan Amavi,Ciaran Clark,Micah Richards,Carlos Sánchez,Idrissa Gueye,Ashley Westwood,Rudy Gestede,Leandro Bacuna,Scott Sinclair","Mark Bunn,Joe Bennett,Joe Cole,Carles Gil,Jordan Veretout,Libor Kozák,Jordan Ayew",Leandro Bacuna,68,Carles Gil,68,"Ciaran Clark,Carles Gil",,"Costel Pantilimon,Patrick van Aanholt,Younes Kaboul,John O'Shea,Billy Jones,Lee Cattermole,Jack Rodwell,Yann M'Vila,Jermain Defoe,Jeremain Lens,Danny Graham","Vito Mannone,Sebastián Coates,Ola Toivonen,Sebastian Larsson,Steven Fletcher,Lynden Gooch,Duncan Watmore","Danny Graham,Lee Cattermole,Jeremain Lens","45,45,77","Ola Toivonen,Steven Fletcher,Sebastian Larsson","45,45,77",Costel Pantilimon,
Chelsea,Crystal Palace,1-2, Stamford Bridge,http://www.premierleague.com/match/12147,2015/16,Radamel Falcao,79,"Bakary Sako,Joel Ward","65,81",Pedro,79,Bakary Sako,81,19,45,7,7,9,15,0,2,582,321,63.7,36.3,26,13,9,5,16,17,781,534,1,1,0,0,Craig Pawson,1440856800000,41581,4-2-3-1,4-2-3-1,Branislav Ivanovic,Damien Delaney,"Thibaut Courtois,César Azpilicueta,Gary Cahill,Branislav Ivanovic,Kurt Zouma,Willian,Nemanja Matic,Eden Hazard,Pedro,Cesc Fàbregas,Diego Costa","Asmir Begovic,Abdul Rahman Baba,Ruben Loftus-Cheek,John Obi Mikel,Kenedy,Loïc Rémy,Radamel Falcao","Willian,César Azpilicueta,Nemanja Matic","66,68,73","Radamel Falcao,Kenedy,Ruben Loftus-Cheek","66,68,73",Gary Cahill,,"Alex McCarthy,Scott Dann,Joel Ward,Pape Souaré,Damien Delaney,Bakary Sako,Wilfried Zaha,Jason Puncheon,Yohan Cabaye,James McArthur,Connor Wickham","Wayne Hennessey,Adrian Mariappa,Chung-Yong Lee,Jordon Mutch,Joe Ledley,Yannick Bolasie,Dwight Gayle","Wilfried Zaha,Yohan Cabaye,Bakary Sako","55,82,84","Yannick Bolasie,Joe Ledley,Chung-Yong Lee","55,82,84",Yohan Cabaye,
Liverpool,West Ham,0-3, Anfield,http://www.premierleague.com/match/12148,2015/16,,,"Manuel Lanzini,Mark Noble,Diafra Sakho","3,29,90",,,Aaron Cresswell,3,18,25,5,7,17,12,1,0,543,326,62.7,37.3,13,12,1,5,12,25,735,516,3,2,1,1,Kevin Friend,1440856800000,43680,4-3-3,4-3-3,James Milner,Mark Noble,"Simon Mignolet,Nathaniel Clyne,Dejan Lovren,Joseph Gomez,Martin Skrtel,Emre Can,Lucas Leiva,James Milner,Philippe Coutinho,Christian Benteke,Roberto Firmino","Adam Bogdan,Mamadou Sakho,Alberto Moreno,Jordon Ibe,Jordan Rossiter,Danny Ings,Divock Origi","Emre Can,Roberto Firmino,Joseph Gomez","45,61,78","Alberto Moreno,Danny Ings,Jordon Ibe","45,61,78","Nathaniel Clyne,Lucas Leiva,Philippe Coutinho,Danny Ings",,"Darren Randolph,James Tomkins,Angelo Ogbonna,Aaron Cresswell,Winston Reid,Cheikhou Kouyaté,Pedro Obiang,Mark Noble,Dimitri Payet,Manuel Lanzini,Diafra Sakho","Raphael Spiegel,Kyle Knoyle,Reece Oxford,Martin Samuelsen,Josh Cullen,Matthew Jarvis,Elliot Lee","Manuel Lanzini,Dimitri Payet,Diafra Sakho","82,88,90","Reece Oxford,Matthew Jarvis,Josh Cullen","82,88,90","Mark Noble,Manuel Lanzini",Mark Noble
Man City,Watford,2-0, Etihad Stadium,http://www.premierleague.com/match/12149,2015/16,"Raheem Sterling,Fernandinho","47,56",,,"Bacary Sagna,David Silva","47,56",,,17,23,9,3,9,12,1,1,645,458,58.7,41.3,18,7,5,0,15,30,841,634,1,2,0,0,Mark Clattenburg,1440856800000,53218,4-2-3-1,4-2-4-0,Vincent Kompany,Troy Deeney,"Joe Hart,Bacary Sagna,Vincent Kompany,Eliaquim Mangala,Aleksandar Kolarov,David Silva,Jesús Navas,Fernandinho,Raheem Sterling,Yaya Touré,Sergio Agüero","Willy Caballero,Pablo Maffeo,Martín Demichelis,Fabian Delph,Samir Nasri,Patrick Roberts,Kelechi Iheanacho","Jesús Navas,David Silva,Raheem Sterling","45,75,89","Samir Nasri,Fabian Delph,Kelechi Iheanacho","45,75,89",Vincent Kompany,,"Heurelho Gomes,José Holebas,Craig Cathcart,Allan-Roméo Nyom,Sebastian Prödl,José Manuel Jurado,Valon Behrami,Almen Abdi,Etienne Capoue,Odion Ighalo,Troy Deeney","Giedrius Arlauskis,Miguel Layún,Tommie Hoban,Ikechi Anya,Ben Watson,Alessandro Diamanti,Matej Vydra","Almen Abdi,Odion Ighalo,Etienne Capoue","63,72,76","Ikechi Anya,Miguel Layún,Ben Watson","63,72,76","Allan-Roméo Nyom,Sebastian Prödl",
Stoke,West Brom,0-1, Britannia Stadium,http://www.premierleague.com/match/12151,2015/16,,,Salomón Rondón,45,,,Rickie Lambert,45,19,26,6,5,4,9,2,3,446,455,49.1,50.9,13,15,5,5,18,19,632,660,1,4,2,0,Michael Oliver,1440856800000,26747,4-2-3-1,4-5-1,Glenn Whelan,Darren Fletcher,"Jack Butland,Glen Johnson,Geoff Cameron,Erik Pieters,Marc Muniesa,Charlie Adam,Marco van Ginkel,Ibrahim Afellay,Xherdan Shaqiri,Glenn Whelan,Mame Biram Diouf","Shay Given,Marc Wilson,Stephen Ireland,Bojan,Marko Arnautovic,Peter Crouch,Joselu","Glen Johnson,Xherdan Shaqiri,Mame Biram Diouf","63,68,81","Marc Wilson,Marko Arnautovic,Stephen Ireland","63,68,81",Erik Pieters,"Charlie Adam,Ibrahim Afellay","Boaz Myhill,Joleon Lescott,Craig Dawson,Jonas Olsson,Gareth McAuley,Claudio Yacob,James Morrison,Craig Gardner,Darren Fletcher,James McClean,Salomón Rondón","Jack Rose,Cristian Gamboa,Callum McManaman,Serge Gnabry,Victor Anichebe,Brown Ideye,Rickie Lambert","Claudio Yacob,Craig Gardner,James McClean","35,45,63","Rickie Lambert,Callum McManaman,Cristian Gamboa","35,45,63","Gareth McAuley,Craig Gardner,Cristian Gamboa,Rickie Lambert",
Spurs,Everton,0-0, White Hart Lane,http://www.premierleague.com/match/12152,2015/16,,,,,,,,,17,19,6,2,20,9,3,1,440,443,49.9,50.1,20,8,6,3,25,17,624,644,4,1,0,0,Mike Jones,1440865800000,35865,4-2-3-1,4-2-3-1,Hugo Lloris,Phil Jagielka,"Hugo Lloris,Kyle Walker,Jan Vertonghen,Toby Alderweireld,Danny Rose,Nabil Bentaleb,Nacer Chadli,Ryan Mason,Eric Dier,Mousa Dembélé,Harry Kane","Michel Vorm,Ben Davies,Kieran Trippier,Alex Pritchard,Erik Lamela,Dele Alli,Tom Carroll","Mousa Dembélé,Ryan Mason","53,85","Dele Alli,Alex Pritchard","53,85","Nabil Bentaleb,Nacer Chadli,Eric Dier,Dele Alli",,"Tim Howard,Bryan Oviedo,John Stones,Phil Jagielka,Séamus Coleman,Ross Barkley,Gareth Barry,Tom Cleverley,Arouna Koné,James McCarthy,Romelu Lukaku","Joel Robles,Matthew Pennington,Tyias Browning,Kevin Mirallas,Muhamed Besic,Gerard Deulofeu,Steven Naismith","Tom Cleverley,Romelu Lukaku,Arouna Koné","45,69,84","Kevin Mirallas,Steven Naismith,Gerard Deulofeu","45,69,84",Gareth Barry,
Arsenal,Liverpool,0-0, Emirates Stadium,http://www.premierleague.com/match/12144,2015/16,,,,,,,,,26,36,7,8,2,13,5,4,667,351,65.7,34.3,19,15,5,8,23,25,928,577,1,4,0,0,Michael Oliver,1440442800000,60080,4-2-3-1,4-3-3,Santi Cazorla,James Milner,"Petr Cech,Gabriel Paulista,Héctor Bellerín,Nacho Monreal,Calum Chambers,Mesut Özil,Aaron Ramsey,Santi Cazorla,Alexis Sánchez,Francis Coquelin,Olivier Giroud","David Ospina,Kieran Gibbs,Mathieu Debuchy,Mathieu Flamini,Alex Oxlade-Chamberlain,Mikel Arteta,Theo Walcott","Olivier Giroud,Francis Coquelin","73,82","Theo Walcott,Alex Oxlade-Chamberlain","73,82",Gabriel Paulista,,"Simon Mignolet,Dejan Lovren,Nathaniel Clyne,Martin Skrtel,Joseph Gomez,James Milner,Lucas Leiva,Emre Can,Philippe Coutinho,Roberto Firmino,Christian Benteke","Adam Bogdan,Mamadou Sakho,Alberto Moreno,Jordon Ibe,Jordan Rossiter,Danny Ings,Divock Origi","Roberto Firmino,Lucas Leiva,Philippe Coutinho","63,76,88","Jordon Ibe,Jordan Rossiter,Alberto Moreno","63,76,88","Simon Mignolet,Martin Skrtel,Joseph Gomez,Emre Can",
West Brom,Chelsea,2-3, The Hawthorns,http://www.premierleague.com/match/12143,2015/16,"James Morrison,James Morrison","35,59","Pedro,Diego Costa,César Azpilicueta","20,30,42","Salomón Rondón,Callum McManaman","35,59","Eden Hazard,Diego Costa","20,42",15,24,8,7,9,12,2,1,373,496,43.9,56.1,15,15,6,5,13,9,543,646,2,1,0,1,Mark Clattenburg,1440333000000,23256,4-1-4-1,4-2-3-1,Darren Fletcher,John Terry,"Boaz Myhill,Chris Brunt,Craig Dawson,Gareth McAuley,Jonas Olsson,Callum McManaman,Darren Fletcher,James McClean,James Morrison,Claudio Yacob,Salomón Rondón","Jack Rose,Joleon Lescott,James Chester,Craig Gardner,Serge Gnabry,Victor Anichebe,Rickie Lambert","James McClean,Callum McManaman,James Morrison","60,78,88","Rickie Lambert,Serge Gnabry,Craig Gardner","60,78,88","Callum McManaman,James McClean",,"Thibaut Courtois,John Terry,César Azpilicueta,Branislav Ivanovic,Kurt Zouma,Willian,Eden Hazard,Pedro,Cesc Fàbregas,Nemanja Matic,Diego Costa","Asmir Begovic,Gary Cahill,Ruben Loftus-Cheek,John Obi Mikel,Bertrand Traoré,Loïc Rémy,Radamel Falcao","Willian,Diego Costa,Pedro","56,78,84","Gary Cahill,Radamel Falcao,John Obi Mikel","56,78,84",Nemanja Matic,John Terry
Everton,Man City,0-2, Goodison Park,http://www.premierleague.com/match/12141,2015/16,,,"Aleksandar Kolarov,Samir Nasri","60,88",,,"Raheem Sterling,Yaya Touré","60,88",24,21,8,7,5,7,3,2,408,487,45.7,54.3,10,16,1,9,21,17,608,682,0,3,0,0,Anthony Taylor,1440342000000,38523,4-2-3-1,4-2-3-1,Phil Jagielka,Vincent Kompany,"Tim Howard,John Stones,Brendan Galloway,Phil Jagielka,Séamus Coleman,Ross Barkley,Gareth Barry,Tom Cleverley,Arouna Koné,James McCarthy,Romelu Lukaku","Joel Robles,Tyias Browning,Muhamed Besic,Leon Osman,Kevin Mirallas,Gerard Deulofeu,Steven Naismith","Brendan Galloway,Arouna Koné,Tom Cleverley","45,64,86","Tyias Browning,Steven Naismith,Gerard Deulofeu","45,64,86",,,"Joe Hart,Bacary Sagna,Vincent Kompany,Eliaquim Mangala,Aleksandar Kolarov,Jesús Navas,David Silva,Fernandinho,Raheem Sterling,Yaya Touré,Sergio Agüero","Willy Caballero,Jason Denayer,Martín Demichelis,Fabian Delph,Samir Nasri,Wilfried Bony,Kelechi Iheanacho","Raheem Sterling,Sergio Agüero,David Silva","76,81,90","Samir Nasri,Wilfried Bony,Fabian Delph","76,81,90","Eliaquim Mangala,Fernandinho,Samir Nasri",
Watford,Southampton,0-0, Vicarage Road,http://www.premierleague.com/match/12142,2015/16,,,,,,,,,15,28,5,2,10,11,4,2,431,412,52.0,48.0,13,14,0,4,15,14,639,613,0,2,0,0,Andre Marriner,1440342000000,20166,4-2-3-1,3-4-1-2,Troy Deeney,José Fonte,"Heurelho Gomes,Craig Cathcart,José Holebas,Allan-Roméo Nyom,Sebastian Prödl,Ikechi Anya,Etienne Capoue,José Manuel Jurado,Odion Ighalo,Valon Behrami,Troy Deeney","Giedrius Arlauskis,Miguel Layún,Miguel Britos,Ben Watson,Almen Abdi,Alessandro Diamanti,Fernando Forestieri","José Holebas,Valon Behrami","45,86","Alessandro Diamanti,Ben Watson","45,86",,,"Maarten Stekelenburg,José Fonte,Maya Yoshida,Steven Caulker,Oriol Romeu,Victor Wanyama,Matt Targett,Cédric Soares,Graziano Pellè,Steven Davis,Sadio Mané","Kelvin Davis,Cuco Martina,James Ward-Prowse,Dusan Tadic,Shane Long,Juanmi,Jay Rodriguez","Sadio Mané,Steven Davis,Graziano Pellè","25,72,79","Shane Long,James Ward-Prowse,Jay Rodriguez","25,72,79","Oriol Romeu,Victor Wanyama",
Man Utd,Newcastle,0-0, Old Trafford,http://www.premierleague.com/match/12137,2015/16,,,,,,,,,22,35,11,5,15,11,4,2,637,280,69.3,30.7,20,7,8,0,17,20,858,496,2,2,0,0,Craig Pawson,1440243900000,75354,4-2-3-1,4-2-3-1,Wayne Rooney,Fabricio Coloccini,"Sergio Romero,Matteo Darmian,Luke Shaw,Daley Blind,Chris Smalling,Memphis Depay,Morgan Schneiderlin,Adnan Januzaj,Juan Mata,Bastian Schweinsteiger,Wayne Rooney","Sam Johnstone,Antonio Valencia,Patrick McNair,Ander Herrera,Ashley Young,Michael Carrick,Chicharito","Bastian Schweinsteiger,Adnan Januzaj,Matteo Darmian","59,67,77","Michael Carrick,Chicharito,Antonio Valencia","59,67,77","Matteo Darmian,Luke Shaw",,"Tim Krul,Massadio Haidara,Chancel Mbemba,Fabricio Coloccini,Steven Taylor,Georginio Wijnaldum,Jack Colback,Ayoze Pérez,Vurnon Anita,Gabriel Obertan,Aleksandar Mitrovic","Karl Darlow,Mike Williamson,Cheick Tioté,Siem de Jong,Rolando Aarons,Florian Thauvin,Papiss Demba Cissé","Gabriel Obertan,Ayoze Pérez,Aleksandar Mitrovic","69,78,88","Florian Thauvin,Cheick Tioté,Papiss Demba Cissé","69,78,88","Massadio Haidara,Gabriel Obertan",
Crystal Palace,Aston Villa,2-1, Selhurst Park,http://www.premierleague.com/match/12135,2015/16,"Scott Dann,Bakary Sako","71,87",Pape Souaré (og),77,"Jason Puncheon,Scott Dann","71,87",,,21,24,6,4,12,15,4,0,357,363,49.9,50.1,16,11,6,2,15,13,535,548,3,3,0,0,Keith Stroud,1440252000000,25295,4-2-3-1,4-3-1-2,Damien Delaney,Micah Richards,"Alex McCarthy,Scott Dann,Joel Ward,Pape Souaré,Damien Delaney,Wilfried Zaha,Jason Puncheon,Yohan Cabaye,Bakary Sako,James McArthur,Glenn Murray","Wayne Hennessey,Martin Kelly,Jordon Mutch,Mile Jedinak,Chung-Yong Lee,Dwight Gayle,Patrick Bamford","Glenn Murray,Wilfried Zaha,Yohan Cabaye","45,45,82","Dwight Gayle,Jordon Mutch,Mile Jedinak","45,45,82","Joel Ward,Jason Puncheon,Yohan Cabaye",,"Brad Guzan,Leandro Bacuna,Jordan Amavi,Ciaran Clark,Micah Richards,Carlos Sánchez,Idrissa Gueye,Jack Grealish,Ashley Westwood,Rudy Gestede,Gabriel Agbonlahor","Mark Bunn,Nathan Baker,Alan Hutton,Jordan Veretout,Scott Sinclair,Adama Traoré,Jordan Ayew",Carlos Sánchez,69,Adama Traoré,69,"Leandro Bacuna,Ciaran Clark,Rudy Gestede",
Leicester,Spurs,1-1, King Power Stadium,http://www.premierleague.com/match/12136,2015/16,Riyad Mahrez,82,Dele Alli,81,Jamie Vardy,82,Nacer Chadli,81,15,41,2,7,7,14,1,0,265,523,34.8,65.2,13,19,2,6,19,11,454,715,1,4,0,0,Martin Atkinson,1440252000000,31971,4-4-2,4-2-3-1,Wes Morgan,Hugo Lloris,"Kasper Schmeichel,Ritchie de Laet,Wes Morgan,Jeffrey Schlupp,Robert Huth,Daniel Drinkwater,Andy King,Marc Albrighton,Riyad Mahrez,Shinji Okazaki,Jamie Vardy","Mark Schwarzer,Yohan Benalouane,Christian Fuchs,N'Golo Kanté,Gökhan Inler,Leonardo Ulloa,Andrej Kramaric","Marc Albrighton,Daniel Drinkwater,Riyad Mahrez","78,80,90","N'Golo Kanté,Gökhan Inler,Leonardo Ulloa","78,80,90",Andy King,,"Hugo Lloris,Kyle Walker,Ben Davies,Jan Vertonghen,Toby Alderweireld,Nacer Chadli,Ryan Mason,Erik Lamela,Eric Dier,Mousa Dembélé,Harry Kane","Michel Vorm,Kieran Trippier,Danny Rose,Josh Onomah,Dele Alli,Nabil Bentaleb,Tom Carroll","Erik Lamela,Mousa Dembélé,Ryan Mason","65,77,88","Dele Alli,Tom Carroll,Nabil Bentaleb","65,77,88","Ryan Mason,Erik Lamela,Eric Dier,Mousa Dembélé",
Norwich,Stoke,1-1, Carrow Road,http://www.premierleague.com/match/12138,2015/16,Russell Martin,28,Mame Biram Diouf,11,Nathan Redmond,28,Xherdan Shaqiri,11,22,18,9,0,16,5,2,4,326,467,42.6,57.4,20,6,7,1,22,15,503,640,4,1,0,0,Mike Dean,1440252000000,26771,4-4-1-1,4-2-3-1,Russell Martin,Glenn Whelan,"John Ruddy,Steven Whittaker,Sebastien Bassong,Robbie Brady,Russell Martin,Nathan Redmond,Alexander Tettey,Graham Dorrans,Jonny Howson,Wes Hoolahan,Cameron Jerome","Declan Rudd,Andre Wisdom,Ryan Bennett,Bradley Johnson,Gary O'Neil,Lewis Grabban,Gary Hooper","Wes Hoolahan,Jonny Howson","77,86","Bradley Johnson,Gary O'Neil","77,86","Steven Whittaker,Sebastien Bassong,Russell Martin,Alexander Tettey",,"Jack Butland,Geoff Cameron,Erik Pieters,Marc Muniesa,Glen Johnson,Glenn Whelan,Marko Arnautovic,Ibrahim Afellay,Xherdan Shaqiri,Marco van Ginkel,Mame Biram Diouf","Shay Given,Philipp Wollscheid,Marc Wilson,Charlie Adam,Stephen Ireland,Joselu,Peter Crouch","Ibrahim Afellay,Marko Arnautovic,Marco van Ginkel","57,57,79","Joselu,Stephen Ireland,Charlie Adam","57,57,79",Erik Pieters,
Sunderland,Swansea,1-1, Stadium of Light,http://www.premierleague.com/match/12139,2015/16,Jermain Defoe,62,Bafétimbi Gomis,45,Jeremain Lens,62,Kyle Naughton,45,17,28,3,4,16,9,4,2,318,494,39.3,60.7,10,20,2,9,25,9,490,705,4,2,0,0,Neil Swarbrick,1440252000000,39198,4-1-4-1,4-2-3-1,John O'Shea,Ashley Williams,"Costel Pantilimon,Sebastián Coates,Patrick van Aanholt,John O'Shea,Billy Jones,Jack Rodwell,Yann M'Vila,Lee Cattermole,Jeremain Lens,Jermain Defoe,Danny Graham","Vito Mannone,Wes Brown,Adam Matthews,Emanuele Giaccherini,Sebastian Larsson,Duncan Watmore,Steven Fletcher","Danny Graham,Jermain Defoe,Jeremain Lens","67,86,90","Steven Fletcher,Duncan Watmore,Sebastian Larsson","67,86,90","Sebastián Coates,Patrick van Aanholt,Lee Cattermole,Jeremain Lens",,"Lukasz Fabianski,Federico Fernández,Ashley Williams,Kyle Naughton,Neil Taylor,Jefferson Montero,Jonjo Shelvey,Jack Cork,Gylfi Sigurdsson,André Ayew,Bafétimbi Gomis","Kristoffer Nordfeldt,Kyle Bartley,Angel Rangel,Wayne Routledge,Leon Britton,Nathan Dyer,Éder",Bafétimbi Gomis,76,Éder,76,"Gylfi Sigurdsson,André Ayew",
West Ham,Bournemouth,3-4, Boleyn Ground,http://www.premierleague.com/match/12140,2015/16,"Mark Noble,Cheikhou Kouyaté,Modibo Maiga","48,53,82","Callum Wilson,Callum Wilson,Marc Pugh,Callum Wilson","11,28,66,79",Aaron Cresswell,82,"Simon Francis,Max-Alain Gradel","11,66",15,37,5,4,8,11,3,1,373,452,45.8,54.2,10,15,4,7,20,17,570,659,0,1,1,0,Jonathan Moss,1440252000000,34977,4-3-3,4-4-2,Kevin Nolan,Tommy Elphick,"Darren Randolph,Carl Jenkinson,Aaron Cresswell,Winston Reid,Angelo Ogbonna,Cheikhou Kouyaté,Mark Noble,Pedro Obiang,Kevin Nolan,Diafra Sakho,Dimitri Payet","Raphael Spiegel,James Collins,James Tomkins,Manuel Lanzini,Josh Cullen,Matthew Jarvis,Modibo Maiga","Angelo Ogbonna,Kevin Nolan,Diafra Sakho","35,45,73","James Tomkins,Matthew Jarvis,Modibo Maiga","35,45,73",,Carl Jenkinson,"Artur Boruc,Steve Cook,Simon Francis,Tommy Elphick,Charlie Daniels,Andrew Surman,Eunan O'Kane,Matt Ritchie,Max-Alain Gradel,Callum Wilson,Joshua King","Adam Federici,Tyrone Mings,Sylvain Distin,Adam Smith,Marc Pugh,Dan Gosling,Yann Kermorgant","Joshua King,Max-Alain Gradel,Matt Ritchie","51,85,90","Marc Pugh,Dan Gosling,Adam Smith","51,85,90",Artur Boruc,
Liverpool,Bournemouth,1-0, Anfield,http://www.premierleague.com/match/12134,2015/16,Christian Benteke,26,,,Jordan Henderson,26,,,36,23,6,8,11,18,1,0,492,387,54.9,45.1,18,13,2,2,24,22,716,612,1,4,0,0,Craig Pawson,1439838000000,44102,4-2-3-1,4-4-2,Jordan Henderson,Tommy Elphick,"Simon Mignolet,Dejan Lovren,Nathaniel Clyne,Martin Skrtel,Joseph Gomez,Adam Lallana,James Milner,Jordan Henderson,Philippe Coutinho,Jordon Ibe,Christian Benteke","Adam Bogdan,Kolo Touré,Alberto Moreno,Emre Can,Danny Ings,Roberto Firmino,Divock Origi","Jordan Henderson,Jordon Ibe,Philippe Coutinho","52,70,81","Emre Can,Roberto Firmino,Alberto Moreno","52,70,81",Joseph Gomez,,"Artur Boruc,Steve Cook,Simon Francis,Tommy Elphick,Charlie Daniels,Andrew Surman,Matt Ritchie,Max-Alain Gradel,Eunan O'Kane,Callum Wilson,Joshua King","Adam Federici,Tyrone Mings,Sylvain Distin,Adam Smith,Marc Pugh,Dan Gosling,Lee Tomlin","Joshua King,Max-Alain Gradel,Eunan O'Kane","61,81,87","Lee Tomlin,Adam Smith,Dan Gosling","61,81,87","Steve Cook,Matt Ritchie,Eunan O'Kane,Lee Tomlin",
