Home,Away,score,stadium,matchlink,Season,Home_goal,Home_goal_times,Away_goal,Away_goal_times,Home_assist,Home_assist_times,Away_assist,Away_assist_times,Home_Clearances,Away_Clearances,Home_Corners,Away_Corners,Home_Fouls conceded,Away_Fouls conceded,Home_Offsides,Away_Offsides,Home_Passes,Away_Passes,Home_Possession %,Away_Possession %,Home_Shots,Away_Shots,Home_Shots on target,Away_Shots on target,Home_Tackles,Away_Tackles,Home_Touches,Away_Touches,Home_Yellow cards,Away_Yellow cards,Home_Red cards,Away_Red cards,Referee,Match_Date,Attendance,Home_formation,Away_formation,Home_captain,Away_captain,Home_starting_lineup,Home_subs_lineup,Home_subout,Home_subout_time,Home_subin,Home_subin_time,Home_yellow,Home_red,Away_starting_lineup,Away_subs_lineup,Away_subout,Away_subout_time,Away_subin,Away_subin_time,Away_yellow,Away_red
Spurs,Sheffield Utd,1-1, Tottenham Hotspur Stadium,http://www.premierleague.com/match/46723,2019/20,Son Heung-Min,58,George Baldock,78,,,David McGoldrick,78,19.0,23.0,4.0,4.0,6.0,9.0,1.0,6.0,602.0,378.0,61.1,38.9,17.0,14.0,5.0,4.0,19.0,27.0,806.0,591.0,2.0,2.0,0.0,0.0,Graham Scott,1573311600000.0,59781.0,4-2-3-1,3-5-2,Harry Kane,Oliver Norwood,"Paulo Gazzaniga,Davinson Sánchez,Ben Davies,Serge Aurier,Eric Dier,Moussa Sissoko,Tanguy Ndombele,Dele Alli,Giovani Lo Celso,Son Heung-Min,Harry Kane","Michel Vorm,Toby Alderweireld,Juan Foyth,Ryan Sessegnon,Lucas Moura,Christian Eriksen,Harry Winks","Tanguy Ndombele,Dele Alli,Serge Aurier","45,72,86","Harry Winks,Juan Foyth,Lucas Moura","45,72,86","Eric Dier,Juan Foyth",,"Dean Henderson,John Egan,Jack O'Connell,Chris Basham,George Baldock,Oliver Norwood,Enda Stevens,John Fleck,John Lundstram,Lys Mousset,David McGoldrick","Simon Moore,Phil Jagielka,Luke Freeman,Muhamed Besic,Billy Sharp,Oliver McBurnie,Callum Robinson","Lys Mousset,David McGoldrick","87,90","Callum Robinson,Luke Freeman","87,90","Chris Basham,Oliver Norwood",
Watford,Chelsea,1-2, Vicarage Road,http://www.premierleague.com/match/46713,2019/20,Gerard Deulofeu,80,"Tammy Abraham,Christian Pulisic","5,55",,,"Jorginho,Tammy Abraham","5,55",20.0,17.0,1.0,6.0,8.0,5.0,0.0,0.0,373.0,793.0,32.8,67.2,12.0,16.0,3.0,10.0,16.0,16.0,555.0,991.0,4.0,2.0,0.0,0.0,Anthony Taylor,1572715800000.0,21011.0,5-4-1,4-2-3-1,Craig Cathcart,César Azpilicueta,"Ben Foster,Christian Kabasele,Daryl Janmaat,Craig Dawson,Adam Masina,Craig Cathcart,Nathaniel Chalobah,Gerard Deulofeu,Abdoulaye Doucouré,Roberto Pereyra,Andre Gray","Heurelho Gomes,Adrian Mariappa,Dimitri Foulquier,José Holebas,Kiko Femenía,Will Hughes,Isaac Success","Craig Cathcart,Nathaniel Chalobah,Daryl Janmaat","20,67,75","Adrian Mariappa,Will Hughes,Kiko Femenía","20,67,75","Christian Kabasele,Daryl Janmaat,Craig Dawson,Adrian Mariappa",,"Kepa Arrizabalaga,Kurt Zouma,Emerson,César Azpilicueta,Fikayo Tomori,Christian Pulisic,Mason Mount,Mateo Kovacic,Jorginho,Willian,Tammy Abraham","Willy Caballero,Marcos Alonso,Reece James,Billy Gilmour,Olivier Giroud,Callum Hudson-Odoi,Michy Batshuayi","Christian Pulisic,Tammy Abraham,Willian","83,88,90","Callum Hudson-Odoi,Michy Batshuayi,Reece James","83,88,90","Mason Mount,Jorginho",
Crystal Palace,Leicester,0-2, Selhurst Park,http://www.premierleague.com/match/46709,2019/20,,,"Çaglar Söyüncü,Jamie Vardy","57,88",,,Demarai Gray,88,12.0,24.0,5.0,6.0,15.0,16.0,2.0,1.0,334.0,431.0,44.2,55.8,12.0,14.0,3.0,5.0,19.0,22.0,548.0,634.0,2.0,2.0,0.0,0.0,Paul Tierney,1572789600000.0,25480.0,4-5-1,4-1-4-1,Luka Milivojevic,Kasper Schmeichel,"Vicente Guaita,Gary Cahill,Patrick van Aanholt,Joel Ward,James Tomkins,Cheikhou Kouyaté,Jeffrey Schlupp,James McArthur,Luka Milivojevic,Wilfried Zaha,Jordan Ayew","Wayne Hennessey,Martin Kelly,Scott Dann,James McCarthy,Víctor Camarasa,Max Meyer,Christian Benteke","Cheikhou Kouyaté,James McArthur,Jordan Ayew","74,78,78","Max Meyer,Christian Benteke,James McCarthy","74,78,78","James Tomkins,Jeffrey Schlupp",,"Kasper Schmeichel,Çaglar Söyüncü,Ben Chilwell,Ricardo Pereira,Jonny Evans,Harvey Barnes,James Maddison,Youri Tielemans,Ayoze Pérez,Wilfred Ndidi,Jamie Vardy","Danny Ward,Wes Morgan,James Justin,Marc Albrighton,Demarai Gray,Dennis Praet,Kelechi Iheanacho","Ayoze Pérez,Harvey Barnes,James Maddison","74,85,90","Demarai Gray,Wes Morgan,Dennis Praet","74,85,90","Çaglar Söyüncü,Jonny Evans",
Everton,Spurs,1-1, Goodison Park,http://www.premierleague.com/match/46710,2019/20,Cenk Tosun,90,Dele Alli,63,Lucas Digne,90,Son Heung-Min,63,8.0,24.0,5.0,2.0,9.0,8.0,1.0,2.0,375.0,443.0,47.3,52.7,7.0,5.0,3.0,2.0,26.0,15.0,567.0,651.0,1.0,2.0,0.0,1.0,Martin Atkinson,1572798600000.0,39001.0,4-1-4-1,4-2-3-1,Lucas Digne,Ben Davies,"Jordan Pickford,Djibril Sidibé,Mason Holgate,Lucas Digne,Yerry Mina,Theo Walcott,Fabian Delph,Alex Iwobi,André Gomes,Tom Davies,Richarlison","Jonas Lössl,Séamus Coleman,Michael Keane,Gylfi Sigurdsson,Moise Kean,Cenk Tosun,Dominic Calvert-Lewin","Theo Walcott,Tom Davies,André Gomes","68,83,84","Cenk Tosun,Dominic Calvert-Lewin,Gylfi Sigurdsson","68,83,84",Theo Walcott,,"Paulo Gazzaniga,Ben Davies,Toby Alderweireld,Serge Aurier,Davinson Sánchez,Dele Alli,Christian Eriksen,Moussa Sissoko,Tanguy Ndombele,Son Heung-Min,Lucas Moura","Michel Vorm,Juan Foyth,Giovani Lo Celso,Eric Dier,Harry Winks,Ryan Sessegnon,Troy Parrott","Tanguy Ndombele,Serge Aurier,Christian Eriksen","73,88,90","Giovani Lo Celso,Juan Foyth,Ryan Sessegnon","73,88,90","Christian Eriksen,Tanguy Ndombele",Son Heung-Min
Bournemouth,Man Utd,1-0, Vitality Stadium,http://www.premierleague.com/match/46707,2019/20,Joshua King,45,,,Adam Smith,45,,,33.0,11.0,4.0,10.0,14.0,12.0,1.0,4.0,366.0,488.0,42.6,57.4,13.0,15.0,6.0,4.0,13.0,18.0,581.0,700.0,4.0,3.0,0.0,0.0,Chris Kavanagh,1572697800000.0,10669.0,4-4-2,4-2-3-1,Steve Cook,Ashley Young,"Aaron Ramsdale,Diego Rico,Adam Smith,Nathan Aké,Steve Cook,Harry Wilson,Philip Billing,Jefferson Lerma,Ryan Fraser,Callum Wilson,Joshua King","Artur Boruc,Chris Mepham,Simon Francis,Lloyd Kelly,Lewis Cook,Arnaut Danjuma Groeneveld,Dominic Solanke",Harry Wilson,86,Lewis Cook,86,"Steve Cook,Jefferson Lerma,Ryan Fraser,Callum Wilson",,"David de Gea,Aaron Wan-Bissaka,Victor Lindelöf,Ashley Young,Harry Maguire,Scott McTominay,Fred,Marcus Rashford,Andreas Pereira,Daniel James,Anthony Martial","Sergio Romero,Brandon Williams,Marcos Rojo,Jesse Lingard,Juan Mata,James Garner,Mason Greenwood","Andreas Pereira,Daniel James,Aaron Wan-Bissaka","68,80,81","Jesse Lingard,Mason Greenwood,Brandon Williams","68,80,81","Victor Lindelöf,Ashley Young,Fred",
Arsenal,Wolves,1-1, Emirates Stadium,http://www.premierleague.com/match/46705,2019/20,Pierre-Emerick Aubameyang,21,Raúl Jiménez,76,Alexandre Lacazette,21,João Moutinho,76,20.0,21.0,8.0,9.0,6.0,15.0,2.0,2.0,539.0,397.0,57.5,42.5,10.0,24.0,4.0,8.0,16.0,22.0,766.0,613.0,0.0,2.0,0.0,0.0,Michael Oliver,1572706800000.0,60383.0,4-3-1-2,3-4-3,Pierre-Emerick Aubameyang,Conor Coady,"Bernd Leno,Sokratis,Calum Chambers,David Luiz,Kieran Tierney,Lucas Torreira,Matteo Guendouzi,Mesut Özil,Dani Ceballos,Pierre-Emerick Aubameyang,Alexandre Lacazette","Emiliano Martínez,Héctor Bellerín,Sead Kolasinac,Joseph Willock,Gabriel Martinelli,Nicolas Pépé,Bukayo Saka","Alexandre Lacazette,Lucas Torreira,Kieran Tierney","60,73,87","Gabriel Martinelli,Bukayo Saka,Sead Kolasinac","60,73,87",,,"Rui Patrício,Romain Saïss,Conor Coady,Leander Dendoncker,Rúben Neves,Matt Doherty,João Moutinho,Jonny,Raúl Jiménez,Adama Traoré,Diogo Jota","John Ruddy,Rúben Vinagre,Maximilian Kilman,Morgan Gibbs-White,Taylor Perry,Pedro Neto,Patrick Cutrone","Matt Doherty,Diogo Jota","71,90","Rúben Vinagre,Pedro Neto","71,90","Romain Saïss,Diogo Jota",
Aston Villa,Liverpool,1-2, Villa Park,http://www.premierleague.com/match/46706,2019/20,Trézéguet,21,"Andrew Robertson,Sadio Mané","87,90",John McGinn,21,"Sadio Mané,Trent Alexander-Arnold","87,90",47.0,21.0,2.0,10.0,12.0,9.0,3.0,2.0,226.0,634.0,26.3,73.7,4.0,25.0,2.0,6.0,20.0,17.0,447.0,860.0,1.0,2.0,0.0,0.0,Jonathan Moss,1572706800000.0,41878.0,4-3-3,4-3-3,Tyrone Mings,Jordan Henderson,"Tom Heaton,Tyrone Mings,Frederic Guilbert,Björn Engels,Matt Targett,John McGinn,Marvelous Nakamba,Douglas Luiz,Wesley,Trézéguet,Anwar El Ghazi","Jed Steer,Ahmed El Mohamady,Neil Taylor,Ezri Konsa Ngoyo,Conor Hourihane,Henri Lansbury,Jonathan Kodjia","Frederic Guilbert,Douglas Luiz,Wesley","69,73,86","Ahmed El Mohamady,Conor Hourihane,Jonathan Kodjia","69,73,86",Anwar El Ghazi,,"Alisson,Dejan Lovren,Trent Alexander-Arnold,Andrew Robertson,Virgil van Dijk,Georginio Wijnaldum,Jordan Henderson,Adam Lallana,Roberto Firmino,Mohamed Salah,Sadio Mané","Adrián,Joseph Gomez,Alex Oxlade-Chamberlain,Naby Keita,James Milner,Fabinho,Divock Origi","Georginio Wijnaldum,Mohamed Salah,Adam Lallana","65,65,84","Alex Oxlade-Chamberlain,Divock Origi,Naby Keita","65,65,84","Virgil van Dijk,Sadio Mané",
Brighton,Norwich,2-0, Amex Stadium,http://www.premierleague.com/match/46708,2019/20,"Leandro Trossard,Shane Duffy","68,84",,,"Martín Montoya,Leandro Trossard","68,84",,,5.0,19.0,8.0,3.0,11.0,8.0,3.0,1.0,538.0,391.0,58.5,41.5,21.0,7.0,5.0,0.0,19.0,13.0,733.0,572.0,0.0,1.0,0.0,0.0,Kevin Friend,1572706800000.0,30539.0,4-4-2,4-2-3-1,Lewis Dunk,Alexander Tettey,"Mat Ryan,Martín Montoya,Lewis Dunk,Dan Burn,Adam Webster,Davy Pröpper,Steven Alzate,Pascal Groß,Dale Stephens,Neal Maupay,Aaron Connolly","David Button,Ezequiel Schelotto,Shane Duffy,Leandro Trossard,Aaron Mooy,Solly March,Glenn Murray","Adam Webster,Pascal Groß,Aaron Connolly","36,59,86","Shane Duffy,Leandro Trossard,Ezequiel Schelotto","36,59,86",,,"Tim Krul,Jamal Lewis,Ben Godfrey,Max Aarons,Alexander Tettey,Onel Hernández,Emiliano Buendía,Tom Trybull,Marco Stiepermann,Kenny McLean,Teemu Pukki","Ralf Fährmann,Sam Byram,Ibrahim Amadou,Todd Cantwell,Moritz Leitner,Josip Drmic,Dennis Srbeny","Marco Stiepermann,Alexander Tettey,Tom Trybull","75,84,84","Josip Drmic,Dennis Srbeny,Todd Cantwell","75,84,84",Marco Stiepermann,
Man City,Southampton,2-1, Etihad Stadium,http://www.premierleague.com/match/46711,2019/20,"Sergio Agüero,Kyle Walker","70,86",James Ward-Prowse,13,Kyle Walker,70,,,5.0,76.0,17.0,0.0,11.0,10.0,3.0,0.0,639.0,225.0,75.3,24.7,26.0,3.0,4.0,3.0,9.0,20.0,885.0,461.0,3.0,1.0,0.0,0.0,Lee Mason,1572706800000.0,53922.0,4-3-3,5-3-2,David Silva,Pierre-Emile Højbjerg,"Ederson,John Stones,Angeliño,Kyle Walker,Fernandinho,David Silva,Ilkay Gündogan,Kevin De Bruyne,Raheem Sterling,Sergio Agüero,Bernardo Silva","Claudio Bravo,João Cancelo,Nicolás Otamendi,Benjamin Mendy,Phil Foden,Gabriel Jesus,Riyad Mahrez","David Silva,Bernardo Silva,Sergio Agüero","45,84,90","Gabriel Jesus,Phil Foden,Nicolás Otamendi","45,84,90","Ederson,Ilkay Gündogan,Raheem Sterling",,"Alex McCarthy,Jan Bednarek,Jannik Vestergaard,Jack Stephens,Yan Valery,Pierre-Emile Højbjerg,James Ward-Prowse,Oriol Romeu,Stuart Armstrong,Nathan Redmond,Danny Ings","Angus Gunn,Kevin Danso,Maya Yoshida,Moussa Djenepo,Sofiane Boufal,Shane Long,Che Adams","Yan Valery,Danny Ings,Jan Bednarek","75,84,88","Kevin Danso,Moussa Djenepo,Che Adams","75,84,88",Pierre-Emile Højbjerg,
Sheffield Utd,Burnley,3-0, Bramall Lane,http://www.premierleague.com/match/46712,2019/20,"John Lundstram,John Lundstram,John Fleck","17,43,44",,,"Lys Mousset,Lys Mousset,Lys Mousset","17,43,44",,,23.0,17.0,7.0,6.0,8.0,12.0,1.0,0.0,384.0,460.0,45.6,54.4,13.0,6.0,6.0,0.0,17.0,5.0,563.0,627.0,1.0,2.0,0.0,0.0,Simon Hooper,1572706800000.0,31131.0,3-5-2,4-4-2,Oliver Norwood,Ben Mee,"Dean Henderson,John Egan,Jack O'Connell,Chris Basham,Oliver Norwood,John Lundstram,George Baldock,Enda Stevens,John Fleck,David McGoldrick,Lys Mousset","Simon Moore,Phil Jagielka,Muhamed Besic,Luke Freeman,Callum Robinson,Oliver McBurnie,Billy Sharp","Lys Mousset,David McGoldrick,John Egan","65,75,79","Billy Sharp,Oliver McBurnie,Phil Jagielka","65,75,79",Chris Basham,,"Nick Pope,Ben Mee,Matthew Lowton,Erik Pieters,James Tarkowski,Jeff Hendrick,Dwight McNeil,Jack Cork,Ashley Westwood,Ashley Barnes,Jay Rodriguez","Joe Hart,Phil Bardsley,Ben Gibson,Charlie Taylor,Robbie Brady,Aaron Lennon,Matej Vydra","Erik Pieters,Dwight McNeil,Jay Rodriguez","45,59,78","Charlie Taylor,Robbie Brady,Matej Vydra","45,59,78","James Tarkowski,Ashley Barnes",
West Ham,Newcastle,2-3, London Stadium,http://www.premierleague.com/match/46714,2019/20,"Fabián Balbuena,Robert Snodgrass","73,90","Ciaran Clark,Federico Fernández,Jonjo Shelvey","16,22,51",Manuel Lanzini,90,"Joelinton,Jetro Willems","16,22",12.0,40.0,7.0,3.0,10.0,7.0,1.0,4.0,583.0,262.0,69.5,30.5,16.0,12.0,6.0,9.0,13.0,18.0,788.0,454.0,2.0,1.0,0.0,0.0,Stuart Attwell,1572706800000.0,59907.0,4-1-4-1,5-4-1,Mark Noble,Jamaal Lascelles,"Roberto Jiménez,Aaron Cresswell,Fabián Balbuena,Pablo Zabaleta,Issa Diop,Mark Noble,Robert Snodgrass,Declan Rice,Andriy Yarmolenko,Felipe Anderson,Sébastien Haller","David Martin,Angelo Ogbonna,Ryan Fredericks,Pablo Fornals,Manuel Lanzini,Carlos Sánchez,Albian Ajeti","Andriy Yarmolenko,Mark Noble,Pablo Zabaleta","45,45,72","Albian Ajeti,Manuel Lanzini,Ryan Fredericks","45,45,72","Aaron Cresswell,Issa Diop",,"Martin Dubravka,Federico Fernández,Ciaran Clark,Jetro Willems,Jamaal Lascelles,DeAndre Yedlin,Allan Saint-Maximin,Miguel Almirón,Jonjo Shelvey,Isaac Hayden,Joelinton","Karl Darlow,Paul Dummett,Emil Krafth,Christian Atsu,Matthew Longstaff,Andy Carroll,Dwight Gayle","Allan Saint-Maximin,Jetro Willems,Joelinton","77,87,89","Christian Atsu,Paul Dummett,Andy Carroll","77,87,89",Federico Fernández,
Newcastle,Wolves,1-1, St. James' Park,http://www.premierleague.com/match/46700,2019/20,Jamaal Lascelles,37,Jonny,73,Federico Fernández,37,,,28.0,17.0,3.0,6.0,8.0,16.0,1.0,1.0,405.0,533.0,43.1,56.9,13.0,13.0,2.0,5.0,13.0,18.0,595.0,720.0,2.0,2.0,1.0,0.0,Kevin Friend,1572184800000.0,46019.0,5-4-1,3-5-2,Jamaal Lascelles,Conor Coady,"Martin Dubravka,Jetro Willems,DeAndre Yedlin,Federico Fernández,Ciaran Clark,Jamaal Lascelles,Matthew Longstaff,Sean Longstaff,Allan Saint-Maximin,Miguel Almirón,Joelinton","Karl Darlow,Emil Krafth,Paul Dummett,Christian Atsu,Jonjo Shelvey,Dwight Gayle,Yoshinori Muto","Joelinton,Allan Saint-Maximin,Matthew Longstaff","85,90,90","Jonjo Shelvey,Christian Atsu,Dwight Gayle","85,90,90","Ciaran Clark,Jamaal Lascelles",Sean Longstaff,"Rui Patrício,Romain Saïss,Matt Doherty,Conor Coady,Rúben Neves,Jonny,Leander Dendoncker,João Moutinho,Adama Traoré,Raúl Jiménez,Diogo Jota","John Ruddy,Rúben Vinagre,Maximilian Kilman,Jesús Vallejo,Pedro Neto,Benny Ashley-Seal,Patrick Cutrone","Diogo Jota,Jonny","70,84","Pedro Neto,Rúben Vinagre","70,84","Romain Saïss,Rúben Neves",
Arsenal,Crystal Palace,2-2, Emirates Stadium,http://www.premierleague.com/match/46695,2019/20,"Sokratis,David Luiz","7,9","Luka Milivojevic,Jordan Ayew","32,52",Granit Xhaka,7,James McArthur,52,18.0,26.0,12.0,5.0,18.0,9.0,1.0,1.0,444.0,345.0,56.2,43.8,15.0,10.0,6.0,4.0,21.0,14.0,639.0,554.0,2.0,0.0,0.0,0.0,Martin Atkinson,1572193800000.0,60345.0,4-4-2,4-5-1,Granit Xhaka,Luka Milivojevic,"Bernd Leno,Calum Chambers,David Luiz,Kieran Tierney,Sokratis,Matteo Guendouzi,Dani Ceballos,Granit Xhaka,Nicolas Pépé,Pierre-Emerick Aubameyang,Alexandre Lacazette","Emiliano Martínez,Rob Holding,Héctor Bellerín,Sead Kolasinac,Gabriel Martinelli,Lucas Torreira,Bukayo Saka","Granit Xhaka,Kieran Tierney","61,75","Bukayo Saka,Sead Kolasinac","61,75","Calum Chambers,Matteo Guendouzi",,"Wayne Hennessey,James Tomkins,Joel Ward,Patrick van Aanholt,Gary Cahill,Cheikhou Kouyaté,Luka Milivojevic,James McArthur,Andros Townsend,Wilfried Zaha,Jordan Ayew","Stephen Henderson,Martin Kelly,Scott Dann,Jeffrey Schlupp,James McCarthy,Max Meyer,Christian Benteke","Jordan Ayew,Cheikhou Kouyaté","81,90","Christian Benteke,James McCarthy","81,90",,
Liverpool,Spurs,2-1, Anfield,http://www.premierleague.com/match/46698,2019/20,"Jordan Henderson,Mohamed Salah","52,75",Harry Kane,1,,,,,8.0,35.0,8.0,3.0,9.0,11.0,0.0,4.0,631.0,298.0,68.0,32.0,21.0,11.0,13.0,4.0,20.0,16.0,836.0,523.0,3.0,3.0,0.0,0.0,Anthony Taylor,1572193800000.0,53222.0,4-3-3,4-3-3,Jordan Henderson,Harry Kane,"Alisson,Andrew Robertson,Trent Alexander-Arnold,Dejan Lovren,Virgil van Dijk,Georginio Wijnaldum,Fabinho,Jordan Henderson,Mohamed Salah,Sadio Mané,Roberto Firmino","Adrián,Joseph Gomez,Naby Keita,James Milner,Adam Lallana,Alex Oxlade-Chamberlain,Divock Origi","Georginio Wijnaldum,Mohamed Salah,Roberto Firmino","77,85,90","James Milner,Joseph Gomez,Divock Origi","77,85,90","Trent Alexander-Arnold,Dejan Lovren,James Milner",,"Paulo Gazzaniga,Davinson Sánchez,Toby Alderweireld,Serge Aurier,Danny Rose,Harry Winks,Moussa Sissoko,Dele Alli,Harry Kane,Christian Eriksen,Son Heung-Min","Brandon Austin,Jan Vertonghen,Ben Davies,Giovani Lo Celso,Eric Dier,Tanguy Ndombele,Lucas Moura","Harry Winks,Serge Aurier,Christian Eriksen","63,84,88","Tanguy Ndombele,Lucas Moura,Giovani Lo Celso","63,84,88","Danny Rose,Moussa Sissoko,Tanguy Ndombele",
Norwich,Man Utd,1-3, Carrow Road,http://www.premierleague.com/match/46701,2019/20,Onel Hernández,88,"Scott McTominay,Marcus Rashford,Anthony Martial","21,30,73",,,"Daniel James,Marcus Rashford","30,73",16.0,13.0,1.0,10.0,13.0,10.0,1.0,0.0,417.0,480.0,46.1,53.9,10.0,21.0,3.0,11.0,26.0,24.0,619.0,692.0,2.0,2.0,0.0,0.0,Stuart Attwell,1572193800000.0,27108.0,4-1-4-1,4-2-3-1,Alexander Tettey,Ashley Young,"Tim Krul,Ibrahim Amadou,Jamal Lewis,Ben Godfrey,Max Aarons,Kenny McLean,Emiliano Buendía,Todd Cantwell,Alexander Tettey,Moritz Leitner,Teemu Pukki","Michael McGovern,Sam Byram,Tom Trybull,Marco Stiepermann,Onel Hernández,Josip Drmic,Dennis Srbeny","Moritz Leitner,Todd Cantwell,Jamal Lewis","45,45,66","Marco Stiepermann,Onel Hernández,Sam Byram","45,45,66","Ben Godfrey,Max Aarons",,"David de Gea,Harry Maguire,Victor Lindelöf,Aaron Wan-Bissaka,Ashley Young,Marcus Rashford,Scott McTominay,Daniel James,Andreas Pereira,Fred,Anthony Martial","Sergio Romero,Marcos Rojo,Brandon Williams,Juan Mata,Jesse Lingard,James Garner,Mason Greenwood","Anthony Martial,Daniel James,Andreas Pereira","75,80,82","Mason Greenwood,Jesse Lingard,James Garner","75,80,82","Aaron Wan-Bissaka,Ashley Young",
Southampton,Leicester,0-9, St. Mary's Stadium,http://www.premierleague.com/match/46702,2019/20,,,"Ben Chilwell,Youri Tielemans,Ayoze Pérez,Ayoze Pérez,Jamie Vardy,Ayoze Pérez,Jamie Vardy,James Maddison,Jamie Vardy","10,17,19,39,45,57,58,85,90",,,"Youri Tielemans,Ben Chilwell,Harvey Barnes,Ben Chilwell","19,39,57,58",18.0,8.0,2.0,7.0,3.0,12.0,1.0,0.0,272.0,709.0,27.4,72.6,6.0,25.0,3.0,15.0,20.0,26.0,483.0,925.0,0.0,0.0,1.0,0.0,Andre Marriner,1572030000000.0,28762.0,3-5-2,4-1-4-1,Pierre-Emile Højbjerg,Kasper Schmeichel,"Angus Gunn,Jannik Vestergaard,Jan Bednarek,Maya Yoshida,Oriol Romeu,Yan Valery,Pierre-Emile Højbjerg,James Ward-Prowse,Ryan Bertrand,Danny Ings,Nathan Redmond","Alex McCarthy,Kevin Danso,Jack Stephens,Sofiane Boufal,Stuart Armstrong,Che Adams,Shane Long","Danny Ings,Jannik Vestergaard,Yan Valery","45,45,70","Jack Stephens,Kevin Danso,Stuart Armstrong","45,45,70",,Ryan Bertrand,"Kasper Schmeichel,Ben Chilwell,Çaglar Söyüncü,Ricardo Pereira,Jonny Evans,Ayoze Pérez,Youri Tielemans,James Maddison,Harvey Barnes,Wilfred Ndidi,Jamie Vardy","Danny Ward,James Justin,Wes Morgan,Hamza Choudhury,Marc Albrighton,Demarai Gray,Dennis Praet","Harvey Barnes,Ayoze Pérez","72,74","Marc Albrighton,Demarai Gray","72,74",,
Man City,Aston Villa,3-0, Etihad Stadium,http://www.premierleague.com/match/46699,2019/20,"Raheem Sterling,David Silva,Ilkay Gündogan","46,65,70",,,Kevin De Bruyne,65,,,18.0,27.0,13.0,7.0,10.0,5.0,1.0,2.0,597.0,341.0,63.1,36.9,26.0,11.0,10.0,5.0,13.0,10.0,794.0,537.0,1.0,1.0,1.0,0.0,Graham Scott,1572089400000.0,54506.0,4-3-3,4-1-4-1,David Silva,Jack Grealish,"Ederson,João Cancelo,Fernandinho,Benjamin Mendy,John Stones,David Silva,Kevin De Bruyne,Ilkay Gündogan,Bernardo Silva,Gabriel Jesus,Raheem Sterling","Claudio Bravo,Nicolás Otamendi,Kyle Walker,Angeliño,Phil Foden,Sergio Agüero,Riyad Mahrez","Benjamin Mendy,Kevin De Bruyne,Raheem Sterling","73,76,76","Angeliño,Phil Foden,Sergio Agüero","73,76,76","Fernandinho,Ilkay Gündogan",,"Tom Heaton,Björn Engels,Frederic Guilbert,Matt Targett,Tyrone Mings,Trézéguet,Marvelous Nakamba,Jack Grealish,Douglas Luiz,John McGinn,Wesley","Jed Steer,Ezri Konsa Ngoyo,Neil Taylor,Anwar El Ghazi,Conor Hourihane,Henri Lansbury,Keinan Davis","Wesley,Jack Grealish","71,84","Keinan Davis,Anwar El Ghazi","71,84",Jack Grealish,
Brighton,Everton,3-2, Amex Stadium,http://www.premierleague.com/match/46696,2019/20,"Pascal Groß,Neal Maupay,Lucas Digne (og)","15,80,90","Adam Webster (og),Dominic Calvert-Lewin","20,74",,,Mason Holgate,74,8.0,14.0,0.0,5.0,12.0,12.0,3.0,2.0,533.0,425.0,55.5,44.5,8.0,10.0,4.0,6.0,18.0,17.0,720.0,613.0,2.0,1.0,0.0,0.0,Andy Madley,1572098400000.0,30529.0,4-4-2,4-2-3-1,Lewis Dunk,Lucas Digne,"Mat Ryan,Martín Montoya,Adam Webster,Dan Burn,Lewis Dunk,Steven Alzate,Davy Pröpper,Pascal Groß,Dale Stephens,Neal Maupay,Aaron Connolly","David Button,Ezequiel Schelotto,Leon Balogun,Leandro Trossard,Solly March,Yves Bissouma,Glenn Murray","Martín Montoya,Pascal Groß,Aaron Connolly","65,66,80","Ezequiel Schelotto,Leandro Trossard,Glenn Murray","65,66,80","Davy Pröpper,Dale Stephens",,"Jordan Pickford,Michael Keane,Mason Holgate,Lucas Digne,Djibril Sidibé,Bernard,Theo Walcott,André Gomes,Tom Davies,Alex Iwobi,Richarlison","Jonas Lössl,Séamus Coleman,Morgan Schneiderlin,Fabian Delph,Gylfi Sigurdsson,Dominic Calvert-Lewin,Moise Kean","Bernard,Alex Iwobi,Theo Walcott","30,72,72","Gylfi Sigurdsson,Dominic Calvert-Lewin,Fabian Delph","30,72,72",Mason Holgate,
